-58, 42, 100
-56.031, 41.65, 100
-54.062, 41.301, 100
-52.093, 40.949, 100
-50.124, 40.597, 100
-48.156, 40.242, 97.691
-46.188, 39.886, 95.055
-44.22, 39.526, 92.345
-42.253, 39.165, 89.552
-40.287, 38.798, 86.669
-38.321, 38.43, 83.687
-36.357, 38.055, 80.595
-34.393, 37.675, 77.379
-32.431, 37.29, 74.024
-30.47, 36.893, 70.509
-28.512, 36.487, 66.81
-26.556, 36.068, 62.893
-24.604, 35.634, 58.716
-22.657, 35.179, 54.218
-20.716, 34.695, 49.311
-18.786, 34.172, 43.859
-16.871, 33.596, 37.625
-14.983, 32.936, 30.129
-13.149, 32.142, 20
-11.448, 31.096, 20
-10.132, 29.611, 20
-9.635, 27.691, 20
-9.706, 25.694, 20
-9.906, 23.704, 20
-10.024, 21.708, 20
-9.981, 19.71, 20
-9.899, 17.714, 43.209
-9.919, 15.714, 100
-9.939, 13.714, 100
-9.958, 11.714, 100
-9.978, 9.714, 100
-9.997, 7.714, 100
-10.017, 5.714, 100
-10.037, 3.714, 100
-10.056, 1.714, 99.578
-10.076, -0.285, 96.994
-10.095, -2.285, 94.338
-10.115, -4.285, 91.606
-10.135, -6.285, 88.79
-10.154, -8.285, 85.882
-10.174, -10.285, 82.872
-10.193, -12.285, 79.748
-10.213, -14.285, 76.497
-10.233, -16.285, 73.101
-10.252, -18.285, 69.539
-10.272, -20.285, 65.786
-10.291, -22.284, 61.804
-10.311, -24.284, 57.548
-10.331, -26.284, 52.95
-10.35, -28.284, 47.914
-10.37, -30.284, 42.282
-10.39, -32.284, 35.773
-10.409, -34.284, 27.78
-11.229, -35.496, 20
-13.228, -35.548, 97.689
-15.228, -35.599, 95.053
-17.226, -35.681, 92.343
-19.223, -35.784, 89.55
-21.221, -35.886, 86.667
-23.214, -36.043, 83.685
-25.208, -36.2, 80.593
-27.199, -36.392, 77.377
-29.187, -36.61, 74.022
-31.172, -36.85, 70.508
-33.152, -37.136, 66.808
-35.128, -37.442, 62.892
-37.095, -37.804, 58.714
-39.055, -38.199, 54.217
-41.004, -38.647, 49.31
-42.936, -39.163, 43.859
-44.853, -39.729, 37.627
-46.74, -40.393, 30.129
-48.583, -41.168, 20
-50.366, -42.07, 20
-52.045, -43.15, 20
-53.537, -44.473, 20
-54.593, -46.15, 20
-54.874, -48.106, 20
-54.141, -49.949, 20
-52.889, -51.499, 20
-51.331, -52.75, 20
-49.638, -53.814, 20
-47.86, -54.73, 20
-46.023, -55.52, 20
-44.153, -56.228, 30.975
-42.261, -56.875, 52.448
